sample_path,sample_id,label,old_region,new_region,suggested_region,old_bounce,new_bounce,old_event_start,old_event_end,new_event_start,new_event_end,changed_fields,region_status,bounce_status,time_status,audio_diff_peak_time,review_note,change_reason,time_reason,region_hint,clip_id
dataset\ground_ball\Codex_Workstation\G_124,G_124,ground_ball,4,4,,yes,yes,3.340,3.440,3.340,3.440,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.680,,,global_audio_diff_peak_outside_event_tolerance:4.680,"ambiguous:3,4",MLB_823953_matt-gage-in-play-out-s-to-shohei-ohtani_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_125,G_125,ground_ball,1,1,4,yes,yes,3.380,3.480,3.380,3.480,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824442_walbert-urena-in-play-out-s-to-patrick-bailey-rghvxd_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_126,G_126,ground_ball,1,1,1,yes,yes,3.420,3.520,3.420,3.520,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.460,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824843_aaron-judge-singles-on-a-ground-ball-to-third-baseman-coby-mayo-defle_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_127,G_127,ground_ball,3,3,,yes,yes,1.080,1.180,1.080,1.180,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.120,,,,,MLB_823385_gregory-soto-in-play-out-s-to-tj-rumfield_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_128,G_128,ground_ball,1,1,4,yes,yes,3.320,3.420,3.320,3.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.380,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823632_enmanuel-de-jesus-in-play-run-s-to-juan-soto_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_129,G_129,ground_ball,2,2,4,yes,yes,1.780,1.880,1.780,1.880,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.840,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824604_matt-strahm-in-play-out-s-to-randal-grichuk-eukxx9_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_130,G_130,ground_ball,4,4,1,yes,yes,1.980,2.080,1.980,2.080,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.020,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824604_bobby-witt-jr-grounds-out-third-baseman-miguel-vargas-to-first-basema_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_131,G_131,ground_ball,1,1,4,yes,yes,4.840,4.940,4.840,4.940,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.820,,,large_refinement_shift:4.000->4.890,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_822903_jacob-latz-in-play-run-s-to-lourdes-gurriel-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_132,G_132,ground_ball,2,2,,yes,yes,0.960,1.060,0.960,1.060,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.880,,,global_audio_diff_peak_outside_event_tolerance:4.880,,MLB_824841_ryan-yarbrough-in-play-no-out-to-leody-taveras_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_133,G_133,ground_ball,1,1,4,yes,yes,3.460,3.560,3.460,3.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824438_reid-detmers-in-play-run-s-to-david-fry_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_134,G_134,ground_ball,1,1,4,yes,yes,3.460,3.560,3.460,3.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.940,,,global_audio_diff_peak_outside_event_tolerance:4.940,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824519_tejay-antone-in-play-run-s-to-luis-garcia-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_135,G_135,ground_ball,3,3,3,yes,yes,1.430,1.530,1.430,1.530,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.480,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823386_jose-quintana-in-play-no-out-to-henry-davis-dshfyf_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_136,G_136,ground_ball,1,1,4,yes,yes,1.650,1.750,1.650,1.750,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.700,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823631_framber-valdez-in-play-out-s-to-bo-bichette-idyz3p_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_137,G_137,ground_ball,1,1,,yes,yes,3.480,3.580,3.480,3.580,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,"ambiguous:2,3",MLB_824603_chase-meidroth-grounds-into-a-force-out-shortstop-bobby-witt-jr-to-se_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_138,G_138,ground_ball,3,3,1,yes,yes,3.780,3.880,3.780,3.880,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.840,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823710_simeon-woods-richardson-in-play-run-s-to-connor-norby_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_139,G_139,ground_ball,1,1,,yes,yes,1.620,1.720,1.620,1.720,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.320,,,global_audio_diff_peak_outside_event_tolerance:5.320,,MLB_823791_michael-king-in-play-run-s-to-brice-turang-8uvl8g_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_140,G_140,ground_ball,1,1,2,yes,yes,3.340,3.440,3.340,3.440,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.380,,,large_refinement_shift:4.000->3.390,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823383_oneil-cruz-grounds-out-shortstop-ezequiel-tovar-to-first-baseman-tj-r_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_141,G_141,ground_ball,1,1,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.480,,,,,MLB_823709_calvin-faucher-in-play-run-s-to-victor-caratini_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_142,G_142,ground_ball,1,1,4,yes,yes,4.100,4.200,4.100,4.200,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,4.160,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823789_brian-fitzpatrick-in-play-out-s-to-fernando-tatis-jr_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_143,G_143,ground_ball,4,4,2,yes,yes,3.380,3.480,3.380,3.480,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824926_chris-sale-in-play-run-s-to-matt-shaw_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_144,G_144,ground_ball,2,2,,yes,yes,3.550,3.650,3.550,3.650,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.600,,,,,MLB_824602_tyler-davis-in-play-run-s-to-maikel-garcia_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_145,G_145,ground_ball,3,3,3,yes,yes,1.880,1.980,1.880,1.980,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.940,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823950_rafael-devers-out-at-second-base-stands_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_146,G_146,ground_ball,1,1,,yes,yes,3.460,3.560,3.460,3.560,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.500,,,,,MLB_823384_orion-kerkering-in-play-run-s-to-konnor-griffin_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_147,G_147,ground_ball,4,4,1,yes,yes,1.220,1.320,1.220,1.320,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.280,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_822739_shane-baz-in-play-out-s-to-curtis-mead_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_148,G_148,ground_ball,1,1,,yes,yes,3.480,3.580,3.480,3.580,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.540,,,,,MLB_824439_tejay-antone-in-play-run-s-to-angel-martinez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_149,G_149,ground_ball,3,3,,yes,yes,1.940,2.040,1.940,2.040,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.980,,,,,MLB_823629_david-bednar-in-play-run-s-to-brett-baty_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_150,G_150,ground_ball,3,3,,yes,yes,1.150,1.250,1.150,1.250,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.200,,,,,MLB_823629_craig-kimbrel-in-play-out-s-to-aaron-judge_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_151,G_151,ground_ball,3,3,4,yes,yes,1.740,1.840,1.740,1.840,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.780,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823629_cam-schlittler-in-play-out-s-to-mark-vientos_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_152,G_152,ground_ball,2,2,,yes,yes,2.000,2.100,2.000,2.100,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.060,,,large_refinement_shift:2.950->2.050,,MLB_823629_cam-schlittler-in-play-out-s-to-mark-vientos-awnk9p_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_153,G_153,ground_ball,1,1,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.580,,,global_audio_diff_peak_outside_event_tolerance:5.580;large_refinement_shift:4.000->3.470,,MLB_824601_edward-cabrera-in-play-run-s-to-tristan-peters_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_154,G_154,ground_ball,4,4,4,yes,yes,3.360,3.460,3.360,3.460,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.420,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823061_dustin-may-in-play-run-s-to-isaac-collins-xdvpjt_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_155,G_155,ground_ball,4,4,2,yes,yes,2.460,2.560,2.460,2.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.720,,,global_audio_diff_peak_outside_event_tolerance:5.720,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823382_cristopher-sanchez-in-play-out-s-to-nick-yorke-t9vmd2_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_156,G_156,ground_ball,3,3,3,yes,yes,2.880,2.980,2.880,2.980,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,1.880,,,global_audio_diff_peak_outside_event_tolerance:1.880;large_refinement_shift:2.050->2.930,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824193_bryan-abreu-in-play-out-s-to-ezequiel-duran-hu8i3q_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_157,G_157,ground_ball,2,2,4,yes,yes,2.220,2.320,2.220,2.320,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.300,,,global_audio_diff_peak_outside_event_tolerance:1.300,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824193_kai-wei-teng-in-play-out-s-to-jake-burger_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_158,G_158,ground_ball,1,1,2,yes,yes,3.980,4.080,3.980,4.080,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.900,,,global_audio_diff_peak_outside_event_tolerance:2.900,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823139_miguel-andujar-s-rbi-groundout_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_159,G_159,ground_ball,4,4,1,yes,yes,1.440,1.540,1.440,1.540,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.480,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823139_jeremiah-estrada-in-play-out-s-to-josh-naylor-vqyrka_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_160,G_160,ground_ball,3,3,,yes,yes,1.960,2.060,1.960,2.060,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.020,,,,,MLB_823139_cole-young-s-rbi-groundout_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_161,G_161,ground_ball,2,2,,yes,yes,3.120,3.220,3.120,3.220,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.780,,,global_audio_diff_peak_outside_event_tolerance:3.780;large_refinement_shift:2.300->3.170,,MLB_824924_aroldis-chapman-in-play-out-s-to-ha-seong-kim-teujp2_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_162,G_162,ground_ball,2,2,3,yes,yes,3.380,3.480,3.380,3.480,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.960,,,global_audio_diff_peak_outside_event_tolerance:3.960,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_825007_trevor-mcdonald-in-play-run-s-to-jeff-mcneil_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_163,G_163,ground_ball,2,2,,yes,yes,3.540,3.640,3.540,3.640,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.580,,,,"ambiguous:1,3",MLB_825007_jonah-heim-grounds-out-third-baseman-matt-chapman-to-first-baseman-ra_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_164,G_164,ground_ball,2,2,3,yes,yes,4.320,4.420,4.320,4.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.700,,,global_audio_diff_peak_outside_event_tolerance:5.700;large_refinement_shift:3.650->4.370,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824277_chase-delauter-grounds-into-a-force-out-second-baseman-zach-mckinstry_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_165,G_165,ground_ball,2,2,,yes,yes,1.200,1.300,1.200,1.300,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.240,,,,"ambiguous:2,3,4",MLB_822980_coby-mayo-grounds-out-shortstop-taylor-walls-to-first-baseman-jonatha_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_166,G_166,ground_ball,2,2,2,yes,yes,3.420,3.520,3.420,3.520,,source_hint_matches,needs_knee_height_visual_review,needs_visual_review,3.480,,,large_refinement_shift:4.000->3.470,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822980_jonathan-aranda-grounds-out-shortstop-gunnar-henderson-to-first-basem_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_167,G_167,ground_ball,2,2,,yes,yes,1.020,1.120,1.020,1.120,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.060,,,,"ambiguous:2,3",MLB_822980_jeremiah-jackson-grounds-out-shortstop-taylor-walls-to-first-baseman-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_168,G_168,ground_ball,1,1,4,yes,yes,4.820,4.920,4.820,4.920,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.740,,,global_audio_diff_peak_outside_event_tolerance:3.740;large_refinement_shift:4.000->4.870,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823867_jr-ritchie-in-play-run-s-to-joe-mack_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_169,G_169,ground_ball,2,2,,yes,yes,1.200,1.300,1.200,1.300,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.260,,,,"ambiguous:2,3",MLB_823549_max-schuemann-grounds-into-a-force-out-shortstop-ernie-clement-to-sec_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_170,G_170,ground_ball,3,3,,yes,yes,1.400,1.500,1.400,1.500,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.460,,,,"ambiguous:3,4",MLB_823137_miguel-vargas-grounds-into-a-force-out-third-baseman-colt-emerson-to-_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_171,G_171,ground_ball,2,2,2,yes,yes,2.140,2.240,2.140,2.240,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.200,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823865_calvin-faucher-in-play-run-s-to-matt-olson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_172,G_172,ground_ball,2,2,3,yes,yes,1.060,1.160,1.060,1.160,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.100,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823865_calvin-faucher-in-play-run-s-to-mauricio-dubon_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_173,G_173,ground_ball,2,2,2,no,no,2.140,2.240,2.140,2.240,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.200,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824276_brayan-rocchio-grounds-out-shortstop-zack-short-to-first-baseman-spen_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_174,G_174,ground_ball,1,1,2,yes,yes,3.440,3.540,3.440,3.540,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.480,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_824276_zach-mckinstry-grounds-out-to-first-baseman-kyle-manzardo_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_175,G_175,ground_ball,3,3,1,yes,yes,4.540,4.640,4.540,4.640,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.420,,,global_audio_diff_peak_outside_event_tolerance:1.420;large_refinement_shift:3.800->4.590,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_824112_nick-mears-in-play-run-s-to-willson-contreras_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_176,G_176,ground_ball,1,1,,yes,yes,2.080,2.180,2.080,2.180,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.940,,,global_audio_diff_peak_outside_event_tolerance:5.940,"ambiguous:1,2,4",MLB_823059_matthew-liberatore-in-play-out-s-to-konnor-griffin_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_177,G_177,ground_ball,2,2,3,yes,yes,3.100,3.200,3.100,3.200,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.620,,,global_audio_diff_peak_outside_event_tolerance:2.620,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823302_griffin-canning-in-play-run-s-to-shohei-ohtani_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_178,G_178,ground_ball,2,2,4,yes,yes,1.320,1.420,1.320,1.420,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,2.220,,,global_audio_diff_peak_outside_event_tolerance:2.220,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823302_griffin-canning-in-play-out-s-to-mookie-betts-sfnlb4_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_179,G_179,ground_ball,1,1,4,yes,yes,3.020,3.120,3.020,3.120,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.280,,,global_audio_diff_peak_outside_event_tolerance:5.280,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823462_aaron-nola-in-play-run-s-to-will-benson_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_180,G_180,ground_ball,2,2,2,yes,yes,1.980,2.080,1.980,2.080,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,2.040,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_823703_jake-meyers-grounds-out-shortstop-ryan-kreidler-to-first-baseman-kody_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_181,G_181,ground_ball,1,1,,yes,yes,2.680,2.780,2.680,2.780,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,1.460,,,global_audio_diff_peak_outside_event_tolerance:1.460;large_refinement_shift:2.000->2.730,"ambiguous:2,4",MLB_824355_jaden-hill-in-play-out-s-to-evan-carter_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_182,G_182,ground_ball,2,2,3,yes,yes,3.300,3.400,3.300,3.400,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.560,,,global_audio_diff_peak_outside_event_tolerance:5.560;large_refinement_shift:3.900->3.350,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_825084_tyler-mahle-in-play-run-s-to-ildemaro-vargas_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_183,G_183,ground_ball,2,2,3,no,no,2.280,2.380,2.280,2.380,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.800,,,global_audio_diff_peak_outside_event_tolerance:3.800;large_refinement_shift:1.400->2.330,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_824273_will-vest-in-play-run-s-to-patrick-bailey_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_184,G_184,ground_ball,2,2,,yes,yes,3.140,3.240,3.140,3.240,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,4.620,,,global_audio_diff_peak_outside_event_tolerance:4.620;large_refinement_shift:4.000->3.190,,MLB_823547_louis-varland-in-play-run-s-to-paul-goldschmidt_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_185,G_185,ground_ball,2,2,,yes,yes,4.860,4.960,4.860,4.960,,needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.080,,,large_refinement_shift:4.000->4.910,,MLB_824032_hogan-harris-in-play-out-s-to-jorge-soler_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_186,G_186,ground_ball,3,3,1,yes,yes,3.460,3.560,3.460,3.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.520,,,,\b(third baseman|third base|3rd baseman|3rd base|third-base line|hot corner)\b,MLB_823056_justin-bruihl-in-play-run-s-to-bryan-reynolds-fbq70k_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_187,G_187,ground_ball,1,1,2,yes,yes,3.400,3.500,3.400,3.500,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,\b(shortstop|short stop|left side|hole between third and short)\b,MLB_822733_david-peterson-in-play-run-s-to-andres-chaparro_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_188,G_188,ground_ball,1,1,4,yes,yes,2.100,2.200,2.100,2.200,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,3.580,,,global_audio_diff_peak_outside_event_tolerance:3.580;large_refinement_shift:1.350->2.150,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_825083_eduardo-rodriguez-in-play-out-s-to-braxton-fulford-txszqw_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_189,G_189,ground_ball,3,3,,no,no,1.080,1.180,1.080,1.180,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.140,,,,"ambiguous:1,2",MLB_825083_ezequiel-tovar-grounds-out-third-baseman-nolan-arenado-to-first-basem_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_190,G_190,ground_ball,3,3,3,yes,yes,0.960,1.060,0.960,1.060,,source_hint_matches,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.000,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_825083_blas-castano-in-play-run-s-to-corbin-carroll-wp0qha-x7856_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_191,G_191,ground_ball,2,2,,yes,yes,3.400,3.500,3.400,3.500,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.440,,,,,MLB_822816_louis-varland-in-play-run-s-to-bryan-reynolds_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_192,G_192,ground_ball,1,1,4,no,no,3.040,3.140,3.040,3.140,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,5.580,,,global_audio_diff_peak_outside_event_tolerance:5.580,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_824761_connor-prielipp-in-play-run-s-to-jarren-duran_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_193,G_193,ground_ball,1,1,4,yes,yes,1.460,1.560,1.460,1.560,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.500,,,,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823863_sean-manaea-in-play-run-s-to-owen-caissie_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_194,G_194,ground_ball,2,2,,no,no,1.000,1.100,1.000,1.100,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,1.040,,,,"ambiguous:2,4",MLB_824922_miles-mikolas-in-play-out-s-to-ronald-acuna-jr-vy8dmp_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_195,G_195,ground_ball,1,1,4,yes,yes,3.420,3.520,3.420,3.520,,suggested_change_needs_visual_review,needs_knee_height_visual_review,needs_visual_review,0.840,,,global_audio_diff_peak_outside_event_tolerance:0.840,\b(first baseman|first base|1st baseman|1st base|first-base line)\b,MLB_823298_brent-rooker-grounds-out-third-baseman-manny-machado-to-first-baseman_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_196,G_196,ground_ball,3,3,,yes,yes,3.420,3.520,3.420,3.520,,needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.480,,,,"ambiguous:1,4",MLB_823223_davis-martin-in-play-run-s-to-jesus-rodriguez_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_197,G_197,ground_ball,2,2,3,yes,yes,3.300,3.400,3.300,3.400,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.360,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_823223_davis-martin-in-play-run-s-to-casey-schmitt_head_0p000_6p000
dataset\ground_ball\Codex_Workstation\G_198,G_198,ground_ball,2,2,3,yes,yes,3.440,3.540,3.440,3.540,,suggested_change_needs_visual_review,needs_knee_height_visual_review,pass_audio_only_needs_visual_confirmation,3.500,,,,\b(second baseman|second base|2nd baseman|2nd base)\b,MLB_822814_yariel-rodriguez-in-play-run-s-to-marcell-ozuna_head_0p000_6p000
